train_number,train_name,station_code,arrival_min,departure_min,day,stop_seq
16688,Navyug Express,SGE,444,444,4,21
16688,Navyug Express,ANU,452,452,4,22
16688,Navyug Express,CV,464,464,4,23
16688,Navyug Express,ED,470,500,4,24
12645,Millennium Expres,ED,75,80,2,0
12645,Millennium Expres,CV,84,84,2,1
12645,Millennium Expres,ANU,94,94,2,2
12645,Millennium Expres,SGE,101,101,2,3
12645,Millennium Expres,MVPM,105,105,2,4
12645,Millennium Expres,DC,116,116,2,5
12645,Millennium Expres,VRPD,126,126,2,6
12645,Millennium Expres,NEA,129,129,2,7
12645,Millennium Expres,SA,135,140,2,8
12645,Millennium Expres,MGSJ,143,143,2,9
12645,Millennium Expres,KPPR,146,146,2,10
12645,Millennium Expres,TNT,154,154,2,11
12645,Millennium Expres,DSPT,160,160,2,12
12645,Millennium Expres,LCR,169,169,2,13
12645,Millennium Expres,BQI,177,177,2,14
12645,Millennium Expres,BDY,186,186,2,15
12645,Millennium Expres,TNGR,192,192,2,16
12645,Millennium Expres,MAP,197,197,2,17
12645,Millennium Expres,DPI,203,203,2,18
12645,Millennium Expres,DST,210,210,2,19
12645,Millennium Expres,SLY,218,218,2,20
12645,Millennium Expres,KNNT,223,223,2,21
12645,Millennium Expres,KEY,228,228,2,22
12645,Millennium Expres,TPT,238,238,2,23
12645,Millennium Expres,JTJ,243,245,2,24
16324,Shalimar Tiruvananthapuram Express,JTJ,455,460,3,0
16324,Shalimar Tiruvananthapuram Express,TPT,466,466,3,1
16324,Shalimar Tiruvananthapuram Express,KEY,475,475,3,2
16324,Shalimar Tiruvananthapuram Express,KNNT,479,479,3,3
16324,Shalimar Tiruvananthapuram Express,SLY,484,484,3,4
16324,Shalimar Tiruvananthapuram Express,DST,491,491,3,5
16324,Shalimar Tiruvananthapuram Express,DPI,498,498,3,6
16324,Shalimar Tiruvananthapuram Express,MAP,504,504,3,7
16324,Shalimar Tiruvananthapuram Express,TNGR,509,509,3,8
16324,Shalimar Tiruvananthapuram Express,BDY,514,514,3,9
16324,Shalimar Tiruvananthapuram Express,BQI,522,522,3,10
16324,Shalimar Tiruvananthapuram Express,LCR,530,530,3,11
16324,Shalimar Tiruvananthapuram Express,DSPT,537,537,3,12
16324,Shalimar Tiruvananthapuram Express,TNT,543,543,3,13
16324,Shalimar Tiruvananthapuram Express,KPPR,551,551,3,14
16324,Shalimar Tiruvananthapuram Express,MGSJ,554,554,3,15
16324,Shalimar Tiruvananthapuram Express,SA,555,560,3,16
16324,Shalimar Tiruvananthapuram Express,NEA,569,569,3,17
16324,Shalimar Tiruvananthapuram Express,VRPD,572,572,3,18
16324,Shalimar Tiruvananthapuram Express,DC,585,585,3,19
16324,Shalimar Tiruvananthapuram Express,MVPM,601,601,3,20
16324,Shalimar Tiruvananthapuram Express,SGE,607,607,3,21
16324,Shalimar Tiruvananthapuram Express,ANU,616,616,3,22
16324,Shalimar Tiruvananthapuram Express,CV,628,628,3,23
16324,Shalimar Tiruvananthapuram Express,ED,635,645,3,24
12643,Swarna Jayanthi Express,ED,75,80,2,0
12643,Swarna Jayanthi Express,CV,84,84,2,1
12643,Swarna Jayanthi Express,ANU,93,93,2,2
12643,Swarna Jayanthi Express,SGE,100,100,2,3
12643,Swarna Jayanthi Express,MVPM,105,105,2,4
12643,Swarna Jayanthi Express,DC,116,116,2,5
12643,Swarna Jayanthi Express,VRPD,125,125,2,6
12643,Swarna Jayanthi Express,NEA,128,128,2,7
12643,Swarna Jayanthi Express,SA,135,140,2,8
12643,Swarna Jayanthi Express,MGSJ,143,143,2,9
12643,Swarna Jayanthi Express,KPPR,146,146,2,10
12643,Swarna Jayanthi Express,TNT,155,155,2,11
12643,Swarna Jayanthi Express,DSPT,162,162,2,12
12643,Swarna Jayanthi Express,LCR,171,171,2,13
12643,Swarna Jayanthi Express,BQI,180,180,2,14
12643,Swarna Jayanthi Express,BDY,190,190,2,15
12643,Swarna Jayanthi Express,TNGR,196,196,2,16
12643,Swarna Jayanthi Express,MAP,201,201,2,17
12643,Swarna Jayanthi Express,DPI,208,208,2,18
12643,Swarna Jayanthi Express,DST,216,216,2,19
12643,Swarna Jayanthi Express,SLY,224,224,2,20
12643,Swarna Jayanthi Express,KNNT,230,230,2,21
12643,Swarna Jayanthi Express,KEY,235,235,2,22
12643,Swarna Jayanthi Express,TPT,246,246,2,23
12643,Swarna Jayanthi Express,JTJ,252,252,2,24
12624,Tiruvananthapuram Chennai SF Mail,ED,45,50,2,0
12624,Tiruvananthapuram Chennai SF Mail,CV,54,54,2,1
12624,Tiruvananthapuram Chennai SF Mail,ANU,62,62,2,2
12624,Tiruvananthapuram Chennai SF Mail,SGE,69,69,2,3
12624,Tiruvananthapuram Chennai SF Mail,MVPM,73,73,2,4
12624,Tiruvananthapuram Chennai SF Mail,DC,83,83,2,5
12624,Tiruvananthapuram Chennai SF Mail,VRPD,91,91,2,6
12624,Tiruvananthapuram Chennai SF Mail,NEA,94,94,2,7
12624,Tiruvananthapuram Chennai SF Mail,SA,100,105,2,8
12624,Tiruvananthapuram Chennai SF Mail,MGSJ,108,108,2,9
12624,Tiruvananthapuram Chennai SF Mail,KPPR,110,110,2,10
12624,Tiruvananthapuram Chennai SF Mail,TNT,119,119,2,11
12624,Tiruvananthapuram Chennai SF Mail,DSPT,124,124,2,12
12624,Tiruvananthapuram Chennai SF Mail,LCR,132,132,2,13
12624,Tiruvananthapuram Chennai SF Mail,BQI,140,140,2,14
12624,Tiruvananthapuram Chennai SF Mail,BDY,149,149,2,15
12624,Tiruvananthapuram Chennai SF Mail,TNGR,154,154,2,16
12624,Tiruvananthapuram Chennai SF Mail,MAP,159,159,2,17
12624,Tiruvananthapuram Chennai SF Mail,DPI,165,165,2,18
12624,Tiruvananthapuram Chennai SF Mail,DST,172,172,2,19
12624,Tiruvananthapuram Chennai SF Mail,SLY,179,179,2,20
12624,Tiruvananthapuram Chennai SF Mail,KNNT,184,184,2,21
12624,Tiruvananthapuram Chennai SF Mail,KEY,189,189,2,22
12624,Tiruvananthapuram Chennai SF Mail,TPT,198,198,2,23
12624,Tiruvananthapuram Chennai SF Mail,JTJ,204,204,2,24
22816,Ernakulam-Bilaspur Express,ED,915,920,1,0
22816,Ernakulam-Bilaspur Express,CV,924,924,1,1
22816,Ernakulam-Bilaspur Express,ANU,934,934,1,2
22816,Ernakulam-Bilaspur Express,SGE,941,941,1,3
22816,Ernakulam-Bilaspur Express,MVPM,945,945,1,4
22816,Ernakulam-Bilaspur Express,DC,956,956,1,5
22816,Ernakulam-Bilaspur Express,VRPD,966,966,1,6
22816,Ernakulam-Bilaspur Express,NEA,969,969,1,7
22816,Ernakulam-Bilaspur Express,SA,975,980,1,8
22816,Ernakulam-Bilaspur Express,MGSJ,982,982,1,9
22816,Ernakulam-Bilaspur Express,KPPR,985,985,1,10
22816,Ernakulam-Bilaspur Express,TNT,993,993,1,11
22816,Ernakulam-Bilaspur Express,DSPT,998,998,1,12
22816,Ernakulam-Bilaspur Express,LCR,1006,1006,1,13
22816,Ernakulam-Bilaspur Express,BQI,1014,1014,1,14
22816,Ernakulam-Bilaspur Express,BDY,1021,1021,1,15
22816,Ernakulam-Bilaspur Express,TNGR,1027,1027,1,16
22816,Ernakulam-Bilaspur Express,MAP,1031,1031,1,17
22816,Ernakulam-Bilaspur Express,DPI,1037,1037,1,18
22816,Ernakulam-Bilaspur Express,DST,1043,1043,1,19
22816,Ernakulam-Bilaspur Express,SLY,1050,1050,1,20
22816,Ernakulam-Bilaspur Express,KNNT,1055,1055,1,21
22816,Ernakulam-Bilaspur Express,KEY,1060,1060,1,22
22816,Ernakulam-Bilaspur Express,TPT,1068,1068,1,23
22816,Ernakulam-Bilaspur Express,JTJ,1073,1075,1,24
06003,Chennai Central-Kollam Special,JTJ,1428,1430,1,0
06003,Chennai Central-Kollam Special,TPT,1435,1435,1,1
06003,Chennai Central-Kollam Special,KEY,3,3,2,2
06003,Chennai Central-Kollam Special,KNNT,7,7,2,3
06003,Chennai Central-Kollam Special,SLY,12,12,2,4
06003,Chennai Central-Kollam Special,DST,18,18,2,5
06003,Chennai Central-Kollam Special,DPI,24,24,2,6
06003,Chennai Central-Kollam Special,MAP,29,29,2,7
06003,Chennai Central-Kollam Special,TNGR,33,33,2,8
06003,Chennai Central-Kollam Special,BDY,38,38,2,9
06003,Chennai Central-Kollam Special,BQI,45,45,2,10
06003,Chennai Central-Kollam Special,LCR,52,52,2,11
06003,Chennai Central-Kollam Special,DSPT,58,58,2,12
06003,Chennai Central-Kollam Special,TNT,63,63,2,13
06003,Chennai Central-Kollam Special,KPPR,71,71,2,14
06003,Chennai Central-Kollam Special,MGSJ,73,73,2,15
06003,Chennai Central-Kollam Special,SA,75,80,2,16
06003,Chennai Central-Kollam Special,NEA,87,87,2,17
06003,Chennai Central-Kollam Special,VRPD,89,89,2,18
06003,Chennai Central-Kollam Special,DC,99,99,2,19
06003,Chennai Central-Kollam Special,MVPM,110,110,2,20
06003,Chennai Central-Kollam Special,SGE,114,114,2,21
06003,Chennai Central-Kollam Special,ANU,121,121,2,22
06003,Chennai Central-Kollam Special,CV,130,130,2,23
06003,Chennai Central-Kollam Special,ED,135,140,2,24
06622,Yesvantpur-Coimbatore SF Special,JTJ,1004,1004,1,0
06622,Yesvantpur-Coimbatore SF Special,TPT,1013,1015,1,1
06622,Yesvantpur-Coimbatore SF Special,KEY,1023,1023,1,2
06622,Yesvantpur-Coimbatore SF Special,KNNT,1027,1027,1,3
06622,Yesvantpur-Coimbatore SF Special,SLY,1032,1032,1,4
06622,Yesvantpur-Coimbatore SF Special,DST,1038,1038,1,5
06622,Yesvantpur-Coimbatore SF Special,DPI,1044,1044,1,6
06622,Yesvantpur-Coimbatore SF Special,MAP,1048,1050,1,7
06622,Yesvantpur-Coimbatore SF Special,TNGR,1055,1055,1,8
06622,Yesvantpur-Coimbatore SF Special,BDY,1060,1060,1,9
06622,Yesvantpur-Coimbatore SF Special,BQI,1067,1067,1,10
06622,Yesvantpur-Coimbatore SF Special,LCR,1075,1075,1,11
06622,Yesvantpur-Coimbatore SF Special,DSPT,1082,1082,1,12
06622,Yesvantpur-Coimbatore SF Special,TNT,1088,1088,1,13
06622,Yesvantpur-Coimbatore SF Special,KPPR,1095,1095,1,14
06622,Yesvantpur-Coimbatore SF Special,MGSJ,1098,1098,1,15
06622,Yesvantpur-Coimbatore SF Special,SA,1100,1105,1,16
06622,Yesvantpur-Coimbatore SF Special,NEA,1112,1112,1,17
06622,Yesvantpur-Coimbatore SF Special,VRPD,1115,1115,1,18
06622,Yesvantpur-Coimbatore SF Special,DC,1125,1125,1,19
06622,Yesvantpur-Coimbatore SF Special,MVPM,1137,1137,1,20
06622,Yesvantpur-Coimbatore SF Special,SGE,1142,1142,1,21
06622,Yesvantpur-Coimbatore SF Special,ANU,1150,1150,1,22
06622,Yesvantpur-Coimbatore SF Special,CV,1160,1160,1,23
06622,Yesvantpur-Coimbatore SF Special,ED,1165,1170,1,24
16327,Korba Tiruvananthapuram Express,JTJ,195,200,3,0
16327,Korba Tiruvananthapuram Express,TPT,205,205,3,1
16327,Korba Tiruvananthapuram Express,KEY,213,213,3,2
16327,Korba Tiruvananthapuram Express,KNNT,217,217,3,3
16327,Korba Tiruvananthapuram Express,SLY,222,222,3,4
16327,Korba Tiruvananthapuram Express,DST,228,228,3,5
16327,Korba Tiruvananthapuram Express,DPI,234,234,3,6
16327,Korba Tiruvananthapuram Express,MAP,239,239,3,7
16327,Korba Tiruvananthapuram Express,TNGR,243,243,3,8
16327,Korba Tiruvananthapuram Express,BDY,248,248,3,9
16327,Korba Tiruvananthapuram Express,BQI,255,255,3,10
16327,Korba Tiruvananthapuram Express,LCR,262,262,3,11
16327,Korba Tiruvananthapuram Express,DSPT,269,269,3,12
16327,Korba Tiruvananthapuram Express,TNT,274,274,3,13
16327,Korba Tiruvananthapuram Express,KPPR,281,281,3,14
16327,Korba Tiruvananthapuram Express,MGSJ,284,284,3,15
16327,Korba Tiruvananthapuram Express,SA,285,290,3,16
16327,Korba Tiruvananthapuram Express,NEA,299,299,3,17
16327,Korba Tiruvananthapuram Express,VRPD,303,303,3,18
16327,Korba Tiruvananthapuram Express,DC,316,316,3,19
16327,Korba Tiruvananthapuram Express,MVPM,331,331,3,20
16327,Korba Tiruvananthapuram Express,SGE,337,337,3,21
16327,Korba Tiruvananthapuram Express,ANU,347,347,3,22
16327,Korba Tiruvananthapuram Express,CV,359,359,3,23
16327,Korba Tiruvananthapuram Express,ED,365,375,3,24
12507,TRIVANDRUM - GUWAHATI SF Exp,ED,180,185,2,0
12507,TRIVANDRUM - GUWAHATI SF Exp,CV,189,189,2,1
12507,TRIVANDRUM - GUWAHATI SF Exp,ANU,199,199,2,2
12507,TRIVANDRUM - GUWAHATI SF Exp,SGE,206,206,2,3
12507,TRIVANDRUM - GUWAHATI SF Exp,MVPM,210,210,2,4
12507,TRIVANDRUM - GUWAHATI SF Exp,DC,221,221,2,5
12507,TRIVANDRUM - GUWAHATI SF Exp,DVBH,,,1,6
12507,TRIVANDRUM - GUWAHATI SF Exp,VRPD,231,231,2,7
12507,TRIVANDRUM - GUWAHATI SF Exp,NEA,234,234,2,8
12507,TRIVANDRUM - GUWAHATI SF Exp,SA,240,245,2,9
12507,TRIVANDRUM - GUWAHATI SF Exp,MGSJ,248,248,2,10
12507,TRIVANDRUM - GUWAHATI SF Exp,KPPR,251,251,2,11
12507,TRIVANDRUM - GUWAHATI SF Exp,TNT,260,260,2,12
12507,TRIVANDRUM - GUWAHATI SF Exp,DSPT,267,267,2,13
12507,TRIVANDRUM - GUWAHATI SF Exp,LCR,275,275,2,14
12507,TRIVANDRUM - GUWAHATI SF Exp,BQI,285,285,2,15
12507,TRIVANDRUM - GUWAHATI SF Exp,BDY,294,294,2,16
12507,TRIVANDRUM - GUWAHATI SF Exp,TNGR,300,300,2,17
12507,TRIVANDRUM - GUWAHATI SF Exp,MAP,306,306,2,18
12507,TRIVANDRUM - GUWAHATI SF Exp,DPI,312,312,2,19
12507,TRIVANDRUM - GUWAHATI SF Exp,DST,320,320,2,20
12507,TRIVANDRUM - GUWAHATI SF Exp,SLY,328,328,2,21
12507,TRIVANDRUM - GUWAHATI SF Exp,KNNT,334,334,2,22
12507,TRIVANDRUM - GUWAHATI SF Exp,KEY,339,339,2,23
12507,TRIVANDRUM - GUWAHATI SF Exp,MOLK,,,1,24
12507,TRIVANDRUM - GUWAHATI SF Exp,TPT,349,349,2,25
12507,TRIVANDRUM - GUWAHATI SF Exp,JTJ,355,360,2,26
18189,Tatanagar- Alappuzha (Alleppey) Express,JTJ,438,440,3,0
18189,Tatanagar- Alappuzha (Alleppey) Express,TPT,451,452,3,1
18189,Tatanagar- Alappuzha (Alleppey) Express,MOLK,,,1,2
18189,Tatanagar- Alappuzha (Alleppey) Express,KEY,460,460,3,3
18189,Tatanagar- Alappuzha (Alleppey) Express,KNNT,465,465,3,4
18189,Tatanagar- Alappuzha (Alleppey) Express,SLY,470,470,3,5
18189,Tatanagar- Alappuzha (Alleppey) Express,DST,476,476,3,6
18189,Tatanagar- Alappuzha (Alleppey) Express,DPI,482,482,3,7
18189,Tatanagar- Alappuzha (Alleppey) Express,MAP,488,488,3,8
18189,Tatanagar- Alappuzha (Alleppey) Express,TNGR,493,493,3,9
18189,Tatanagar- Alappuzha (Alleppey) Express,BDY,498,498,3,10
18189,Tatanagar- Alappuzha (Alleppey) Express,BQI,504,505,3,11
18189,Tatanagar- Alappuzha (Alleppey) Express,LCR,513,513,3,12
18189,Tatanagar- Alappuzha (Alleppey) Express,DSPT,521,521,3,13
18189,Tatanagar- Alappuzha (Alleppey) Express,TNT,527,527,3,14
18189,Tatanagar- Alappuzha (Alleppey) Express,KPPR,535,535,3,15
18189,Tatanagar- Alappuzha (Alleppey) Express,MGSJ,538,538,3,16
18189,Tatanagar- Alappuzha (Alleppey) Express,SA,540,545,3,17
18189,Tatanagar- Alappuzha (Alleppey) Express,NEA,553,553,3,18
18189,Tatanagar- Alappuzha (Alleppey) Express,VRPD,557,557,3,19
18189,Tatanagar- Alappuzha (Alleppey) Express,DVBH,,,1,20
18189,Tatanagar- Alappuzha (Alleppey) Express,DC,569,569,3,21
18189,Tatanagar- Alappuzha (Alleppey) Express,MVPM,583,583,3,22
18189,Tatanagar- Alappuzha (Alleppey) Express,SGE,589,589,3,23
18189,Tatanagar- Alappuzha (Alleppey) Express,ANU,597,597,3,24
18189,Tatanagar- Alappuzha (Alleppey) Express,CV,609,609,3,25
18189,Tatanagar- Alappuzha (Alleppey) Express,ED,615,625,3,26
06009,Chennai CentralKollam SF Special,JTJ,153,155,2,0
06009,Chennai CentralKollam SF Special,TPT,160,160,2,1
06009,Chennai CentralKollam SF Special,KEY,169,169,2,2
06009,Chennai CentralKollam SF Special,KNNT,173,173,2,3
06009,Chennai CentralKollam SF Special,SLY,178,178,2,4
06009,Chennai CentralKollam SF Special,DST,184,184,2,5
06009,Chennai CentralKollam SF Special,DPI,190,190,2,6
06009,Chennai CentralKollam SF Special,MAP,196,196,2,7
06009,Chennai CentralKollam SF Special,TNGR,201,201,2,8
06009,Chennai CentralKollam SF Special,BDY,205,205,2,9
06009,Chennai CentralKollam SF Special,BQI,213,213,2,10
06009,Chennai CentralKollam SF Special,LCR,220,220,2,11
06009,Chennai CentralKollam SF Special,DSPT,227,227,2,12
06009,Chennai CentralKollam SF Special,TNT,233,233,2,13
06009,Chennai CentralKollam SF Special,KPPR,240,240,2,14
06009,Chennai CentralKollam SF Special,MGSJ,243,243,2,15
06009,Chennai CentralKollam SF Special,SA,245,250,2,16
06009,Chennai CentralKollam SF Special,NEA,257,257,2,17
06009,Chennai CentralKollam SF Special,VRPD,259,259,2,18
06009,Chennai CentralKollam SF Special,DC,269,269,2,19
06009,Chennai CentralKollam SF Special,MVPM,280,280,2,20
06009,Chennai CentralKollam SF Special,SGE,284,284,2,21
06009,Chennai CentralKollam SF Special,ANU,291,291,2,22
06009,Chennai CentralKollam SF Special,CV,300,300,2,23
06009,Chennai CentralKollam SF Special,ED,305,310,2,24
16688-Slip,Navyug Express Slip,JTJ,303,305,4,0
16688-Slip,Navyug Express Slip,TPT,311,311,4,1
16688-Slip,Navyug Express Slip,KEY,319,319,4,2
16688-Slip,Navyug Express Slip,KNNT,324,324,4,3
16688-Slip,Navyug Express Slip,SLY,328,328,4,4
16688-Slip,Navyug Express Slip,DST,335,335,4,5
16688-Slip,Navyug Express Slip,DPI,341,341,4,6
16688-Slip,Navyug Express Slip,MAP,347,347,4,7
16688-Slip,Navyug Express Slip,TNGR,351,351,4,8
16688-Slip,Navyug Express Slip,BDY,356,356,4,9
16688-Slip,Navyug Express Slip,BQI,364,364,4,10
16688-Slip,Navyug Express Slip,LCR,372,372,4,11
16688-Slip,Navyug Express Slip,DSPT,379,379,4,12
16688-Slip,Navyug Express Slip,TNT,384,384,4,13
16688-Slip,Navyug Express Slip,KPPR,392,392,4,14
16688-Slip,Navyug Express Slip,MGSJ,394,394,4,15
16688-Slip,Navyug Express Slip,SA,395,400,4,16
16688-Slip,Navyug Express Slip,NEA,409,409,4,17
16688-Slip,Navyug Express Slip,VRPD,412,412,4,18
16688-Slip,Navyug Express Slip,DC,424,424,4,19
16688-Slip,Navyug Express Slip,MVPM,439,439,4,20
16688-Slip,Navyug Express Slip,SGE,445,445,4,21
16688-Slip,Navyug Express Slip,ANU,454,454,4,22
16688-Slip,Navyug Express Slip,CV,466,466,4,23
16688-Slip,Navyug Express Slip,ED,470,530,4,24
12646,Millennium Express,JTJ,1238,1238,2,0
12646,Millennium Express,TPT,1243,1243,2,1
12646,Millennium Express,KEY,1252,1252,2,2
12646,Millennium Express,KNNT,1256,1256,2,3
12646,Millennium Express,SLY,1261,1261,2,4
12646,Millennium Express,DST,1267,1267,2,5
12646,Millennium Express,DPI,1273,1273,2,6
12646,Millennium Express,MAP,1279,1279,2,7
12646,Millennium Express,TNGR,1283,1283,2,8
12646,Millennium Express,BDY,1288,1288,2,9
12646,Millennium Express,BQI,1296,1296,2,10
12646,Millennium Express,LCR,1303,1303,2,11
12646,Millennium Express,DSPT,1310,1310,2,12
12646,Millennium Express,TNT,1315,1315,2,13
12646,Millennium Express,KPPR,1323,1323,2,14
12646,Millennium Express,MGSJ,1325,1325,2,15
12646,Millennium Express,SA,1325,1330,2,16
12646,Millennium Express,NEA,1338,1338,2,17
12646,Millennium Express,VRPD,1342,1342,2,18
12646,Millennium Express,DC,1354,1354,2,19
12646,Millennium Express,MVPM,1368,1368,2,20
12646,Millennium Express,SGE,1374,1374,2,21
12646,Millennium Express,ANU,1382,1382,2,22
12646,Millennium Express,CV,1394,1394,2,23
12646,Millennium Express,ED,1400,1405,2,24
06005,Chennai Central-Kollam SF Special,JTJ,1428,1430,1,0
06005,Chennai Central-Kollam SF Special,TPT,1435,1435,1,1
06005,Chennai Central-Kollam SF Special,KEY,3,3,2,2
06005,Chennai Central-Kollam SF Special,KNNT,7,7,2,3
06005,Chennai Central-Kollam SF Special,SLY,12,12,2,4
06005,Chennai Central-Kollam SF Special,DST,18,18,2,5
06005,Chennai Central-Kollam SF Special,DPI,24,24,2,6
06005,Chennai Central-Kollam SF Special,MAP,29,29,2,7
06005,Chennai Central-Kollam SF Special,TNGR,33,33,2,8
06005,Chennai Central-Kollam SF Special,BDY,38,38,2,9
06005,Chennai Central-Kollam SF Special,BQI,45,45,2,10
06005,Chennai Central-Kollam SF Special,LCR,52,52,2,11
06005,Chennai Central-Kollam SF Special,DSPT,58,58,2,12
06005,Chennai Central-Kollam SF Special,TNT,63,63,2,13
06005,Chennai Central-Kollam SF Special,KPPR,71,71,2,14
06005,Chennai Central-Kollam SF Special,MGSJ,73,73,2,15
06005,Chennai Central-Kollam SF Special,SA,75,80,2,16
06005,Chennai Central-Kollam SF Special,NEA,87,87,2,17
06005,Chennai Central-Kollam SF Special,VRPD,89,89,2,18
06005,Chennai Central-Kollam SF Special,DC,99,99,2,19
06005,Chennai Central-Kollam SF Special,MVPM,110,110,2,20
06005,Chennai Central-Kollam SF Special,SGE,114,114,2,21
06005,Chennai Central-Kollam SF Special,ANU,121,121,2,22
06005,Chennai Central-Kollam SF Special,CV,130,130,2,23
06005,Chennai Central-Kollam SF Special,ED,135,140,2,24
06002,Kollam-Chennai Central SF Special,ED,1280,1285,1,0
06002,Kollam-Chennai Central SF Special,CV,1289,1289,1,1
06002,Kollam-Chennai Central SF Special,ANU,1298,1298,1,2
06002,Kollam-Chennai Central SF Special,SGE,1305,1305,1,3
06002,Kollam-Chennai Central SF Special,MVPM,1310,1310,1,4
06002,Kollam-Chennai Central SF Special,DC,1320,1320,1,5
06002,Kollam-Chennai Central SF Special,VRPD,1330,1330,1,6
06002,Kollam-Chennai Central SF Special,NEA,1332,1332,1,7
06002,Kollam-Chennai Central SF Special,SA,1340,1345,1,8
06002,Kollam-Chennai Central SF Special,MGSJ,1347,1347,1,9
06002,Kollam-Chennai Central SF Special,KPPR,1350,1350,1,10
06002,Kollam-Chennai Central SF Special,TNT,1357,1357,1,11
06002,Kollam-Chennai Central SF Special,DSPT,1362,1362,1,12
06002,Kollam-Chennai Central SF Special,LCR,1369,1369,1,13
06002,Kollam-Chennai Central SF Special,BQI,1377,1377,1,14
06002,Kollam-Chennai Central SF Special,BDY,1384,1384,1,15
06002,Kollam-Chennai Central SF Special,TNGR,1389,1389,1,16
06002,Kollam-Chennai Central SF Special,MAP,1393,1393,1,17
06002,Kollam-Chennai Central SF Special,DPI,1398,1398,1,18
06002,Kollam-Chennai Central SF Special,DST,1404,1404,1,19
06002,Kollam-Chennai Central SF Special,SLY,1411,1411,1,20
06002,Kollam-Chennai Central SF Special,KNNT,1415,1415,1,21
06002,Kollam-Chennai Central SF Special,KEY,1420,1420,1,22
06002,Kollam-Chennai Central SF Special,TPT,1428,1428,1,23
06002,Kollam-Chennai Central SF Special,JTJ,1433,1435,1,24
16359,ERNAKULAM - PATNA Exp,ED,300,305,2,0
16359,ERNAKULAM - PATNA Exp,CV,309,309,2,1
16359,ERNAKULAM - PATNA Exp,ANU,319,319,2,2
16359,ERNAKULAM - PATNA Exp,SGE,326,326,2,3
16359,ERNAKULAM - PATNA Exp,MVPM,330,330,2,4
16359,ERNAKULAM - PATNA Exp,DC,341,341,2,5
16359,ERNAKULAM - PATNA Exp,DVBH,,,1,6
16359,ERNAKULAM - PATNA Exp,VRPD,351,351,2,7
16359,ERNAKULAM - PATNA Exp,NEA,354,354,2,8
16359,ERNAKULAM - PATNA Exp,SA,360,365,2,9
16359,ERNAKULAM - PATNA Exp,MGSJ,368,368,2,10
16359,ERNAKULAM - PATNA Exp,KPPR,371,371,2,11
16359,ERNAKULAM - PATNA Exp,TNT,380,380,2,12
16359,ERNAKULAM - PATNA Exp,DSPT,386,386,2,13
16359,ERNAKULAM - PATNA Exp,LCR,394,394,2,14
16359,ERNAKULAM - PATNA Exp,BQI,403,403,2,15
16359,ERNAKULAM - PATNA Exp,BDY,412,412,2,16
16359,ERNAKULAM - PATNA Exp,TNGR,418,418,2,17
16359,ERNAKULAM - PATNA Exp,MAP,423,423,2,18
16359,ERNAKULAM - PATNA Exp,DPI,429,429,2,19
16359,ERNAKULAM - PATNA Exp,DST,437,437,2,20
16359,ERNAKULAM - PATNA Exp,SLY,444,444,2,21
16359,ERNAKULAM - PATNA Exp,KNNT,450,450,2,22
16359,ERNAKULAM - PATNA Exp,KEY,455,455,2,23
16359,ERNAKULAM - PATNA Exp,MOLK,,,1,24
16359,ERNAKULAM - PATNA Exp,TPT,465,465,2,25
16359,ERNAKULAM - PATNA Exp,JTJ,470,475,2,26
12244,Coimbatore-Chennai Central AC Duronto Express,ED,1000,1000,1,0
12244,Coimbatore-Chennai Central AC Duronto Express,CV,1004,1004,1,1
12244,Coimbatore-Chennai Central AC Duronto Express,ANU,1013,1013,1,2
12244,Coimbatore-Chennai Central AC Duronto Express,SGE,1019,1019,1,3
12244,Coimbatore-Chennai Central AC Duronto Express,MVPM,1023,1023,1,4
12244,Coimbatore-Chennai Central AC Duronto Express,DC,1034,1034,1,5
12244,Coimbatore-Chennai Central AC Duronto Express,VRPD,1042,1042,1,6
12244,Coimbatore-Chennai Central AC Duronto Express,NEA,1045,1045,1,7
12244,Coimbatore-Chennai Central AC Duronto Express,SA,1051,1051,1,8
12244,Coimbatore-Chennai Central AC Duronto Express,MGSJ,1053,1053,1,9
12244,Coimbatore-Chennai Central AC Duronto Express,KPPR,1056,1056,1,10
12244,Coimbatore-Chennai Central AC Duronto Express,TNT,1064,1064,1,11
12244,Coimbatore-Chennai Central AC Duronto Express,DSPT,1070,1070,1,12
12244,Coimbatore-Chennai Central AC Duronto Express,LCR,1078,1078,1,13
12244,Coimbatore-Chennai Central AC Duronto Express,BQI,1086,1086,1,14
12244,Coimbatore-Chennai Central AC Duronto Express,BDY,1095,1095,1,15
12244,Coimbatore-Chennai Central AC Duronto Express,TNGR,1100,1100,1,16
12244,Coimbatore-Chennai Central AC Duronto Express,MAP,1105,1105,1,17
12244,Coimbatore-Chennai Central AC Duronto Express,DPI,1111,1111,1,18
12244,Coimbatore-Chennai Central AC Duronto Express,DST,1118,1118,1,19
12244,Coimbatore-Chennai Central AC Duronto Express,SLY,1125,1125,1,20
12244,Coimbatore-Chennai Central AC Duronto Express,KNNT,1130,1130,1,21
12244,Coimbatore-Chennai Central AC Duronto Express,KEY,1135,1135,1,22
12244,Coimbatore-Chennai Central AC Duronto Express,TPT,1144,1144,1,23
12244,Coimbatore-Chennai Central AC Duronto Express,JTJ,1150,1150,1,24
15906,DIBRUGARH - KANNIYAKUMARI Vivek Exp,JTJ,1070,1075,4,0
