train_number,train_class,from_code,to_code,direction,enter_min,is_synthetic
06002,SUPERFAST,CV,ED,UP,1285,False
06002,SUPERFAST,ANU,CV,UP,1289,False
06002,SUPERFAST,SGE,ANU,UP,1298,False
06002,SUPERFAST,MVPM,SGE,UP,1305,False
06002,SUPERFAST,DC,MVPM,UP,1310,False
06002,SUPERFAST,VRPD,DC,UP,1320,False
06002,SUPERFAST,NEA,VRPD,UP,1330,False
06002,SUPERFAST,SA,NEA,UP,1332,False
06002,SUPERFAST,MGSJ,SA,UP,1345,False
06002,SUPERFAST,KPPR,MGSJ,UP,1347,False
06002,SUPERFAST,TNT,KPPR,UP,1350,False
06002,SUPERFAST,DSPT,TNT,UP,1357,False
06002,SUPERFAST,LCR,DSPT,UP,1362,False
06002,SUPERFAST,BQI,LCR,UP,1369,False
06002,SUPERFAST,BDY,BQI,UP,1377,False
06002,SUPERFAST,TNGR,BDY,UP,1384,False
06002,SUPERFAST,MAP,TNGR,UP,1389,False
06002,SUPERFAST,DPI,MAP,UP,1393,False
06002,SUPERFAST,DST,DPI,UP,1398,False
06002,SUPERFAST,SLY,DST,UP,1404,False
06002,SUPERFAST,KNNT,SLY,UP,1411,False
06002,SUPERFAST,KEY,KNNT,UP,1415,False
06002,SUPERFAST,TPT,KEY,UP,1420,False
06002,SUPERFAST,JTJ,TPT,UP,1428,False
16359,EXPRESS,CV,ED,UP,305,False
16359,EXPRESS,ANU,CV,UP,309,False
16359,EXPRESS,SGE,ANU,UP,319,False
16359,EXPRESS,MVPM,SGE,UP,326,False
16359,EXPRESS,DC,MVPM,UP,330,False
16359,EXPRESS,DVBH,DC,UP,341,False
16359,EXPRESS,NEA,VRPD,UP,351,False
16359,EXPRESS,SA,NEA,UP,354,False
16359,EXPRESS,MGSJ,SA,UP,365,False
16359,EXPRESS,KPPR,MGSJ,UP,368,False
16359,EXPRESS,TNT,KPPR,UP,371,False
16359,EXPRESS,DSPT,TNT,UP,380,False
16359,EXPRESS,LCR,DSPT,UP,386,False
16359,EXPRESS,BQI,LCR,UP,394,False
16359,EXPRESS,BDY,BQI,UP,403,False
16359,EXPRESS,TNGR,BDY,UP,412,False
16359,EXPRESS,MAP,TNGR,UP,418,False
16359,EXPRESS,DPI,MAP,UP,423,False
16359,EXPRESS,DST,DPI,UP,429,False
16359,EXPRESS,SLY,DST,UP,437,False
16359,EXPRESS,KNNT,SLY,UP,444,False
16359,EXPRESS,KEY,KNNT,UP,450,False
16359,EXPRESS,MOLK,KEY,UP,455,False
16359,EXPRESS,JTJ,TPT,UP,465,False
12244,SUPERFAST,CV,ED,UP,1000,False
12244,SUPERFAST,ANU,CV,UP,1004,False
12244,SUPERFAST,SGE,ANU,UP,1013,False
12244,SUPERFAST,MVPM,SGE,UP,1019,False
12244,SUPERFAST,DC,MVPM,UP,1023,False
12244,SUPERFAST,VRPD,DC,UP,1034,False
12244,SUPERFAST,NEA,VRPD,UP,1042,False
12244,SUPERFAST,SA,NEA,UP,1045,False
12244,SUPERFAST,MGSJ,SA,UP,1051,False
12244,SUPERFAST,KPPR,MGSJ,UP,1053,False
12244,SUPERFAST,TNT,KPPR,UP,1056,False
12244,SUPERFAST,DSPT,TNT,UP,1064,False
12244,SUPERFAST,LCR,DSPT,UP,1070,False
12244,SUPERFAST,BQI,LCR,UP,1078,False
12244,SUPERFAST,BDY,BQI,UP,1086,False
12244,SUPERFAST,TNGR,BDY,UP,1095,False
12244,SUPERFAST,MAP,TNGR,UP,1100,False
12244,SUPERFAST,DPI,MAP,UP,1105,False
12244,SUPERFAST,DST,DPI,UP,1111,False
12244,SUPERFAST,SLY,DST,UP,1118,False
12244,SUPERFAST,KNNT,SLY,UP,1125,False
12244,SUPERFAST,KEY,KNNT,UP,1130,False
12244,SUPERFAST,TPT,KEY,UP,1135,False
12244,SUPERFAST,JTJ,TPT,UP,1144,False
15906,EXPRESS,JTJ,TPT,DN,1075,False
15906,EXPRESS,TPT,MOLK,DN,1081,False
15906,EXPRESS,KEY,KNNT,DN,1090,False
15906,EXPRESS,KNNT,SLY,DN,1095,False
15906,EXPRESS,SLY,DST,DN,1101,False
15906,EXPRESS,DST,DPI,DN,1108,False
15906,EXPRESS,DPI,MAP,DN,1115,False
15906,EXPRESS,MAP,TNGR,DN,1121,False
15906,EXPRESS,TNGR,BDY,DN,1126,False
15906,EXPRESS,BDY,BQI,DN,1132,False
15906,EXPRESS,BQI,LCR,DN,1140,False
15906,EXPRESS,LCR,DSPT,DN,1148,False
15906,EXPRESS,DSPT,TNT,DN,1156,False
15906,EXPRESS,TNT,KPPR,DN,1162,False
15906,EXPRESS,KPPR,MGSJ,DN,1171,False
15906,EXPRESS,MGSJ,SA,DN,1173,False
15906,EXPRESS,SA,NEA,DN,1180,False
15906,EXPRESS,NEA,VRPD,DN,1186,False
15906,EXPRESS,VRPD,DVBH,DN,1189,False
15906,EXPRESS,DC,MVPM,DN,1199,False
15906,EXPRESS,MVPM,SGE,DN,1210,False
15906,EXPRESS,SGE,ANU,DN,1214,False
15906,EXPRESS,ANU,CV,DN,1221,False
15906,EXPRESS,CV,ED,DN,1230,False
12682,EXPRESS,CV,ED,UP,80,False
12682,EXPRESS,ANU,CV,UP,84,False
12682,EXPRESS,SGE,ANU,UP,93,False
12682,EXPRESS,MVPM,SGE,UP,100,False
12682,EXPRESS,DC,MVPM,UP,105,False
12682,EXPRESS,VRPD,DC,UP,116,False
12682,EXPRESS,NEA,VRPD,UP,125,False
12682,EXPRESS,SA,NEA,UP,128,False
12682,EXPRESS,MGSJ,SA,UP,140,False
12682,EXPRESS,KPPR,MGSJ,UP,143,False
12682,EXPRESS,TNT,KPPR,UP,146,False
12682,EXPRESS,DSPT,TNT,UP,155,False
12682,EXPRESS,LCR,DSPT,UP,161,False
12682,EXPRESS,BQI,LCR,UP,169,False
12682,EXPRESS,BDY,BQI,UP,178,False
12682,EXPRESS,TNGR,BDY,UP,187,False
12682,EXPRESS,MAP,TNGR,UP,193,False
12682,EXPRESS,DPI,MAP,UP,198,False
12682,EXPRESS,DST,DPI,UP,205,False
12682,EXPRESS,SLY,DST,UP,212,False
12682,EXPRESS,KNNT,SLY,UP,219,False
12682,EXPRESS,KEY,KNNT,UP,225,False
12682,EXPRESS,TPT,KEY,UP,230,False
12682,EXPRESS,JTJ,TPT,UP,240,False
16309,EXPRESS,CV,ED,UP,1405,False
16309,EXPRESS,ANU,CV,UP,1409,False
16309,EXPRESS,SGE,ANU,UP,1419,False
16309,EXPRESS,MVPM,SGE,UP,1426,False
16309,EXPRESS,DC,MVPM,UP,1430,False
16309,EXPRESS,VRPD,DC,UP,1,False
16309,EXPRESS,NEA,VRPD,UP,11,False
16309,EXPRESS,SA,NEA,UP,14,False
16309,EXPRESS,MGSJ,SA,UP,25,False
16309,EXPRESS,KPPR,MGSJ,UP,28,False
16309,EXPRESS,TNT,KPPR,UP,31,False
16309,EXPRESS,DSPT,TNT,UP,39,False
16309,EXPRESS,LCR,DSPT,UP,45,False
16309,EXPRESS,BQI,LCR,UP,54,False
16309,EXPRESS,BDY,BQI,UP,62,False
16309,EXPRESS,TNGR,BDY,UP,71,False
16309,EXPRESS,MAP,TNGR,UP,77,False
16309,EXPRESS,DPI,MAP,UP,82,False
16309,EXPRESS,DST,DPI,UP,88,False
16309,EXPRESS,SLY,DST,UP,95,False
16309,EXPRESS,KNNT,SLY,UP,103,False
16309,EXPRESS,KEY,KNNT,UP,108,False
16309,EXPRESS,TPT,KEY,UP,113,False
16309,EXPRESS,JTJ,TPT,UP,123,False
16360,EXPRESS,JTJ,TPT,DN,840,False
16360,EXPRESS,TPT,MOLK,DN,845,False
16360,EXPRESS,KEY,KNNT,DN,853,False
16360,EXPRESS,KNNT,SLY,DN,857,False
16360,EXPRESS,SLY,DST,DN,862,False
16360,EXPRESS,DST,DPI,DN,868,False
16360,EXPRESS,DPI,MAP,DN,874,False
16360,EXPRESS,MAP,TNGR,DN,879,False
16360,EXPRESS,TNGR,BDY,DN,883,False
16360,EXPRESS,BDY,BQI,DN,888,False
16360,EXPRESS,BQI,LCR,DN,895,False
16360,EXPRESS,LCR,DSPT,DN,902,False
16360,EXPRESS,DSPT,TNT,DN,909,False
16360,EXPRESS,TNT,KPPR,DN,914,False
16360,EXPRESS,KPPR,MGSJ,DN,921,False
16360,EXPRESS,MGSJ,SA,DN,924,False
16360,EXPRESS,SA,NEA,DN,930,False
16360,EXPRESS,NEA,VRPD,DN,938,False
16360,EXPRESS,VRPD,DVBH,DN,942,False
16360,EXPRESS,DC,MVPM,DN,954,False
16360,EXPRESS,MVPM,SGE,DN,968,False
16360,EXPRESS,SGE,ANU,DN,974,False
16360,EXPRESS,ANU,CV,DN,983,False
16360,EXPRESS,CV,ED,DN,995,False
12508,SUPERFAST,JTJ,TPT,DN,510,False
12508,SUPERFAST,TPT,MOLK,DN,515,False
12508,SUPERFAST,KEY,KNNT,DN,522,False
12508,SUPERFAST,KNNT,SLY,DN,526,False
12508,SUPERFAST,SLY,DST,DN,531,False
12508,SUPERFAST,DST,DPI,DN,536,False
12508,SUPERFAST,DPI,MAP,DN,542,False
12508,SUPERFAST,MAP,TNGR,DN,547,False
12508,SUPERFAST,TNGR,BDY,DN,551,False
12508,SUPERFAST,BDY,BQI,DN,555,False
12508,SUPERFAST,BQI,LCR,DN,562,False
12508,SUPERFAST,LCR,DSPT,DN,569,False
12508,SUPERFAST,DSPT,TNT,DN,575,False
12508,SUPERFAST,TNT,KPPR,DN,580,False
12508,SUPERFAST,KPPR,MGSJ,DN,587,False
12508,SUPERFAST,MGSJ,SA,DN,589,False
12508,SUPERFAST,SA,NEA,DN,595,False
12508,SUPERFAST,NEA,VRPD,DN,603,False
12508,SUPERFAST,VRPD,DVBH,DN,607,False
12508,SUPERFAST,DC,MVPM,DN,619,False
12508,SUPERFAST,MVPM,SGE,DN,633,False
12508,SUPERFAST,SGE,ANU,DN,639,False
12508,SUPERFAST,ANU,CV,DN,648,False
12508,SUPERFAST,CV,ED,DN,660,False
15905,EXPRESS,CV,ED,UP,200,False
15905,EXPRESS,ANU,CV,UP,205,False
15905,EXPRESS,SGE,ANU,UP,214,False
15905,EXPRESS,MVPM,SGE,UP,221,False
15905,EXPRESS,DC,MVPM,UP,226,False
15905,EXPRESS,DVBH,DC,UP,237,False
15905,EXPRESS,NEA,VRPD,UP,247,False
15905,EXPRESS,SA,NEA,UP,250,False
15905,EXPRESS,MGSJ,SA,UP,260,False
15905,EXPRESS,KPPR,MGSJ,UP,263,False
15905,EXPRESS,TNT,KPPR,UP,266,False
15905,EXPRESS,DSPT,TNT,UP,275,False
15905,EXPRESS,LCR,DSPT,UP,281,False
15905,EXPRESS,BQI,LCR,UP,289,False
15905,EXPRESS,BDY,BQI,UP,298,False
15905,EXPRESS,TNGR,BDY,UP,307,False
15905,EXPRESS,MAP,TNGR,UP,313,False
15905,EXPRESS,DPI,MAP,UP,318,False
15905,EXPRESS,DST,DPI,UP,324,False
15905,EXPRESS,SLY,DST,UP,332,False
15905,EXPRESS,KNNT,SLY,UP,339,False
15905,EXPRESS,KEY,KNNT,UP,345,False
15905,EXPRESS,MOLK,KEY,UP,350,False
15905,EXPRESS,JTJ,TPT,UP,360,False
12515,EXPRESS,CV,ED,UP,1405,False
12515,EXPRESS,ANU,CV,UP,1409,False
12515,EXPRESS,SGE,ANU,UP,1419,False
12515,EXPRESS,MVPM,SGE,UP,1426,False
12515,EXPRESS,DC,MVPM,UP,1430,False
12515,EXPRESS,DVBH,DC,UP,1,False
12515,EXPRESS,NEA,VRPD,UP,11,False
12515,EXPRESS,SA,NEA,UP,14,False
12515,EXPRESS,MGSJ,SA,UP,25,False
12515,EXPRESS,KPPR,MGSJ,UP,28,False
12515,EXPRESS,TNT,KPPR,UP,31,False
12515,EXPRESS,DSPT,TNT,UP,39,False
12515,EXPRESS,LCR,DSPT,UP,45,False
12515,EXPRESS,BQI,LCR,UP,54,False
12515,EXPRESS,BDY,BQI,UP,62,False
12515,EXPRESS,TNGR,BDY,UP,71,False
12515,EXPRESS,MAP,TNGR,UP,77,False
12515,EXPRESS,DPI,MAP,UP,82,False
12515,EXPRESS,DST,DPI,UP,88,False
12515,EXPRESS,SLY,DST,UP,95,False
12515,EXPRESS,KNNT,SLY,UP,103,False
12515,EXPRESS,KEY,KNNT,UP,108,False
12515,EXPRESS,MOLK,KEY,UP,113,False
12515,EXPRESS,JTJ,TPT,UP,123,False
13352,EXPRESS,CV,ED,UP,840,False
13352,EXPRESS,ANU,CV,UP,844,False
13352,EXPRESS,SGE,ANU,UP,853,False
13352,EXPRESS,MVPM,SGE,UP,860,False
13352,EXPRESS,DC,MVPM,UP,865,False
13352,EXPRESS,DVBH,DC,UP,876,False
13352,EXPRESS,NEA,VRPD,UP,885,False
13352,EXPRESS,SA,NEA,UP,888,False
13352,EXPRESS,MGSJ,SA,UP,900,False
13352,EXPRESS,KPPR,MGSJ,UP,903,False
13352,EXPRESS,TNT,KPPR,UP,905,False
13352,EXPRESS,DSPT,TNT,UP,913,False
13352,EXPRESS,LCR,DSPT,UP,919,False
13352,EXPRESS,BQI,LCR,UP,926,False
13352,EXPRESS,BDY,BQI,UP,935,False
13352,EXPRESS,TNGR,BDY,UP,942,False
13352,EXPRESS,MAP,TNGR,UP,947,False
13352,EXPRESS,DPI,MAP,UP,952,False
13352,EXPRESS,DST,DPI,UP,957,False
13352,EXPRESS,SLY,DST,UP,963,False
13352,EXPRESS,KNNT,SLY,UP,970,False
13352,EXPRESS,KEY,KNNT,UP,978,False
13352,EXPRESS,MOLK,KEY,UP,985,False
13352,EXPRESS,JTJ,TPT,UP,1000,False
12777,SUPERFAST,JTJ,TPT,DN,1070,False
12777,SUPERFAST,TPT,MOLK,DN,1077,False
12777,SUPERFAST,KEY,KNNT,DN,1087,False
12777,SUPERFAST,KNNT,SLY,DN,1093,False
12777,SUPERFAST,SLY,DST,DN,1099,False
12777,SUPERFAST,DST,DPI,DN,1107,False
12777,SUPERFAST,DPI,MAP,DN,1115,False
12777,SUPERFAST,MAP,TNGR,DN,1122,False
12777,SUPERFAST,TNGR,BDY,DN,1127,False
12777,SUPERFAST,BDY,BQI,DN,1133,False
12777,SUPERFAST,BQI,LCR,DN,1143,False
12777,SUPERFAST,LCR,DSPT,DN,1152,False
12777,SUPERFAST,DSPT,TNT,DN,1161,False
12777,SUPERFAST,TNT,KPPR,DN,1168,False
12777,SUPERFAST,KPPR,MGSJ,DN,1177,False
12777,SUPERFAST,MGSJ,SA,DN,1180,False
12777,SUPERFAST,SA,NEA,DN,1190,False
12777,SUPERFAST,NEA,VRPD,DN,1197,False
12777,SUPERFAST,VRPD,DVBH,DN,1199,False
12777,SUPERFAST,DC,MVPM,DN,1209,False
12777,SUPERFAST,MVPM,SGE,DN,1220,False
12777,SUPERFAST,SGE,ANU,DN,1225,False
12777,SUPERFAST,ANU,CV,DN,1232,False
12777,SUPERFAST,CV,ED,DN,1241,False
16323,EXPRESS,CV,ED,UP,185,False
16323,EXPRESS,ANU,CV,UP,189,False
16323,EXPRESS,SGE,ANU,UP,198,False
16323,EXPRESS,MVPM,SGE,UP,205,False
16323,EXPRESS,DC,MVPM,UP,210,False
16323,EXPRESS,VRPD,DC,UP,220,False
16323,EXPRESS,NEA,VRPD,UP,230,False
16323,EXPRESS,SA,NEA,UP,232,False
16323,EXPRESS,MGSJ,SA,UP,245,False
16323,EXPRESS,KPPR,MGSJ,UP,248,False
16323,EXPRESS,TNT,KPPR,UP,251,False
16323,EXPRESS,DSPT,TNT,UP,260,False
16323,EXPRESS,LCR,DSPT,UP,267,False
16323,EXPRESS,BQI,LCR,UP,275,False
16323,EXPRESS,BDY,BQI,UP,284,False
16323,EXPRESS,TNGR,BDY,UP,294,False
16323,EXPRESS,MAP,TNGR,UP,299,False
16323,EXPRESS,DPI,MAP,UP,305,False
16323,EXPRESS,DST,DPI,UP,312,False
16323,EXPRESS,SLY,DST,UP,319,False
16323,EXPRESS,KNNT,SLY,UP,327,False
16323,EXPRESS,KEY,KNNT,UP,333,False
16323,EXPRESS,TPT,KEY,UP,338,False
16323,EXPRESS,JTJ,TPT,UP,348,False
56846,PASSENGER,CV,ED,UP,980,False
56846,PASSENGER,ANU,CV,UP,987,False
56846,PASSENGER,SGE,ANU,UP,997,False
56846,PASSENGER,MVPM,SGE,UP,1007,False
56846,PASSENGER,DC,MVPM,UP,1015,False
56846,PASSENGER,VRPD,DC,UP,1030,False
56846,PASSENGER,NEA,VRPD,UP,1040,False
56846,PASSENGER,SA,NEA,UP,1046,False
56846,PASSENGER,MGSJ,SA,UP,1060,False
56846,PASSENGER,KPPR,MGSJ,UP,1066,False
56846,PASSENGER,TNT,KPPR,UP,1072,False
56846,PASSENGER,DSPT,TNT,UP,1082,False
56846,PASSENGER,LCR,DSPT,UP,1092,False
56846,PASSENGER,BQI,LCR,UP,1102,False
56846,PASSENGER,BDY,BQI,UP,1112,False
56846,PASSENGER,TNGR,BDY,UP,1121,False
56846,PASSENGER,MAP,TNGR,UP,1127,False
56846,PASSENGER,DPI,MAP,UP,1134,False
56846,PASSENGER,DST,DPI,UP,1142,False
56846,PASSENGER,SLY,DST,UP,1152,False
56846,PASSENGER,KNNT,SLY,UP,1162,False
56846,PASSENGER,KEY,KNNT,UP,1168,False
56846,PASSENGER,TPT,KEY,UP,1175,False
56846,PASSENGER,JTJ,TPT,UP,1190,False
16310,EXPRESS,JTJ,TPT,DN,460,False
16310,EXPRESS,TPT,KEY,DN,466,False
16310,EXPRESS,KEY,KNNT,DN,475,False
16310,EXPRESS,KNNT,SLY,DN,479,False
16310,EXPRESS,SLY,DST,DN,484,False
16310,EXPRESS,DST,DPI,DN,491,False
16310,EXPRESS,DPI,MAP,DN,498,False
16310,EXPRESS,MAP,TNGR,DN,504,False
16310,EXPRESS,TNGR,BDY,DN,509,False
16310,EXPRESS,BDY,BQI,DN,514,False
16310,EXPRESS,BQI,LCR,DN,522,False
16310,EXPRESS,LCR,DSPT,DN,530,False
16310,EXPRESS,DSPT,TNT,DN,537,False
16310,EXPRESS,TNT,KPPR,DN,543,False
16310,EXPRESS,KPPR,MGSJ,DN,551,False
16310,EXPRESS,MGSJ,SA,DN,554,False
16310,EXPRESS,SA,NEA,DN,560,False
16310,EXPRESS,NEA,VRPD,DN,569,False
16310,EXPRESS,VRPD,DC,DN,572,False
16310,EXPRESS,DC,MVPM,DN,585,False
16310,EXPRESS,MVPM,SGE,DN,601,False
16310,EXPRESS,SGE,ANU,DN,607,False
16310,EXPRESS,ANU,CV,DN,616,False
16310,EXPRESS,CV,ED,DN,628,False
16733,EXPRESS,CV,ED,UP,305,False
16733,EXPRESS,ANU,CV,UP,309,False
16733,EXPRESS,SGE,ANU,UP,319,False
16733,EXPRESS,MVPM,SGE,UP,326,False
16733,EXPRESS,DC,MVPM,UP,330,False
16733,EXPRESS,VRPD,DC,UP,341,False
16733,EXPRESS,NEA,VRPD,UP,351,False
16733,EXPRESS,SA,NEA,UP,354,False
16733,EXPRESS,MGSJ,SA,UP,365,False
16733,EXPRESS,KPPR,MGSJ,UP,368,False
16733,EXPRESS,TNT,KPPR,UP,371,False
16733,EXPRESS,DSPT,TNT,UP,380,False
16733,EXPRESS,LCR,DSPT,UP,386,False
16733,EXPRESS,BQI,LCR,UP,394,False
16733,EXPRESS,BDY,BQI,UP,403,False
16733,EXPRESS,TNGR,BDY,UP,412,False
16733,EXPRESS,MAP,TNGR,UP,418,False
16733,EXPRESS,DPI,MAP,UP,423,False
16733,EXPRESS,DST,DPI,UP,429,False
16733,EXPRESS,SLY,DST,UP,437,False
16733,EXPRESS,KNNT,SLY,UP,444,False
16733,EXPRESS,KEY,KNNT,UP,450,False
16733,EXPRESS,TPT,KEY,UP,455,False
16733,EXPRESS,JTJ,TPT,UP,465,False
16318,EXPRESS,JTJ,TPT,DN,305,False
16318,EXPRESS,TPT,KEY,DN,311,False
16318,EXPRESS,KEY,KNNT,DN,319,False
16318,EXPRESS,KNNT,SLY,DN,323,False
16318,EXPRESS,SLY,DST,DN,328,False
16318,EXPRESS,DST,DPI,DN,335,False
16318,EXPRESS,DPI,MAP,DN,341,False
16318,EXPRESS,MAP,TNGR,DN,346,False
16318,EXPRESS,TNGR,BDY,DN,351,False
16318,EXPRESS,BDY,BQI,DN,356,False
16318,EXPRESS,BQI,LCR,DN,363,False
16318,EXPRESS,LCR,DSPT,DN,371,False
16318,EXPRESS,DSPT,TNT,DN,378,False
16318,EXPRESS,TNT,KPPR,DN,384,False
16318,EXPRESS,KPPR,MGSJ,DN,391,False
16318,EXPRESS,MGSJ,SA,DN,394,False
16318,EXPRESS,SA,NEA,DN,400,False
16318,EXPRESS,NEA,VRPD,DN,408,False
16318,EXPRESS,VRPD,DC,DN,412,False
16318,EXPRESS,DC,MVPM,DN,424,False
16318,EXPRESS,MVPM,SGE,DN,438,False
16318,EXPRESS,SGE,ANU,DN,444,False
16318,EXPRESS,ANU,CV,DN,452,False
16318,EXPRESS,CV,ED,DN,464,False
22815,EXPRESS,JTJ,TPT,DN,770,False
22815,EXPRESS,TPT,KEY,DN,775,False
22815,EXPRESS,KEY,KNNT,DN,783,False
22815,EXPRESS,KNNT,SLY,DN,787,False
22815,EXPRESS,SLY,DST,DN,792,False
22815,EXPRESS,DST,DPI,DN,798,False
22815,EXPRESS,DPI,MAP,DN,804,False
22815,EXPRESS,MAP,TNGR,DN,809,False
22815,EXPRESS,TNGR,BDY,DN,813,False
22815,EXPRESS,BDY,BQI,DN,818,False
22815,EXPRESS,BQI,LCR,DN,825,False
22815,EXPRESS,LCR,DSPT,DN,832,False
22815,EXPRESS,DSPT,TNT,DN,839,False
22815,EXPRESS,TNT,KPPR,DN,844,False
22815,EXPRESS,KPPR,MGSJ,DN,851,False
22815,EXPRESS,MGSJ,SA,DN,854,False
22815,EXPRESS,SA,NEA,DN,860,False
22815,EXPRESS,NEA,VRPD,DN,869,False
22815,EXPRESS,VRPD,DC,DN,872,False
22815,EXPRESS,DC,MVPM,DN,885,False
22815,EXPRESS,MVPM,SGE,DN,901,False
22815,EXPRESS,SGE,ANU,DN,907,False
22815,EXPRESS,ANU,CV,DN,916,False
22815,EXPRESS,CV,ED,DN,928,False
12521,EXPRESS,JTJ,TPT,DN,200,False
12521,EXPRESS,TPT,KEY,DN,205,False
12521,EXPRESS,KEY,KNNT,DN,213,False
12521,EXPRESS,KNNT,SLY,DN,217,False
12521,EXPRESS,SLY,DST,DN,222,False
12521,EXPRESS,DST,DPI,DN,228,False
12521,EXPRESS,DPI,MAP,DN,234,False
12521,EXPRESS,MAP,TNGR,DN,239,False
12521,EXPRESS,TNGR,BDY,DN,243,False
12521,EXPRESS,BDY,BQI,DN,248,False
12521,EXPRESS,BQI,LCR,DN,255,False
12521,EXPRESS,LCR,DSPT,DN,262,False
12521,EXPRESS,DSPT,TNT,DN,269,False
12521,EXPRESS,TNT,KPPR,DN,274,False
12521,EXPRESS,KPPR,MGSJ,DN,281,False
12521,EXPRESS,MGSJ,SA,DN,284,False
12521,EXPRESS,SA,NEA,DN,290,False
12521,EXPRESS,NEA,VRPD,DN,299,False
12521,EXPRESS,VRPD,DC,DN,302,False
12521,EXPRESS,DC,MVPM,DN,315,False
12521,EXPRESS,MVPM,SGE,DN,331,False
12521,EXPRESS,SGE,ANU,DN,337,False
12521,EXPRESS,ANU,CV,DN,346,False
12521,EXPRESS,CV,ED,DN,358,False
12673,EXPRESS,JTJ,TPT,DN,80,False
12673,EXPRESS,TPT,KEY,DN,85,False
12673,EXPRESS,KEY,KNNT,DN,93,False
12673,EXPRESS,KNNT,SLY,DN,97,False
12673,EXPRESS,SLY,DST,DN,102,False
12673,EXPRESS,DST,DPI,DN,108,False
12673,EXPRESS,DPI,MAP,DN,114,False
12673,EXPRESS,MAP,TNGR,DN,119,False
12673,EXPRESS,TNGR,BDY,DN,123,False
12673,EXPRESS,BDY,BQI,DN,128,False
12673,EXPRESS,BQI,LCR,DN,135,False
12673,EXPRESS,LCR,DSPT,DN,142,False
12673,EXPRESS,DSPT,TNT,DN,149,False
12673,EXPRESS,TNT,KPPR,DN,154,False
12673,EXPRESS,KPPR,MGSJ,DN,161,False
12673,EXPRESS,MGSJ,SA,DN,164,False
12673,EXPRESS,SA,NEA,DN,170,False
12673,EXPRESS,NEA,VRPD,DN,177,False
12673,EXPRESS,VRPD,DC,DN,180,False
12673,EXPRESS,DC,MVPM,DN,191,False
12673,EXPRESS,MVPM,SGE,DN,203,False
12673,EXPRESS,SGE,ANU,DN,208,False
12673,EXPRESS,ANU,CV,DN,216,False
12673,EXPRESS,CV,ED,DN,225,False
12674,EXPRESS,CV,ED,UP,5,False
12674,EXPRESS,ANU,CV,UP,9,False
12674,EXPRESS,SGE,ANU,UP,17,False
12674,EXPRESS,MVPM,SGE,UP,23,False
12674,EXPRESS,DC,MVPM,UP,27,False
12674,EXPRESS,VRPD,DC,UP,38,False
12674,EXPRESS,NEA,VRPD,UP,46,False
12674,EXPRESS,SA,NEA,UP,49,False
12674,EXPRESS,MGSJ,SA,UP,60,False
12674,EXPRESS,KPPR,MGSJ,UP,63,False
12674,EXPRESS,TNT,KPPR,UP,66,False
12674,EXPRESS,DSPT,TNT,UP,75,False
12674,EXPRESS,LCR,DSPT,UP,81,False
12674,EXPRESS,BQI,LCR,UP,90,False
12674,EXPRESS,BDY,BQI,UP,99,False
12674,EXPRESS,TNGR,BDY,UP,108,False
12674,EXPRESS,MAP,TNGR,UP,114,False
12674,EXPRESS,DPI,MAP,UP,120,False
12674,EXPRESS,DST,DPI,UP,126,False
12674,EXPRESS,SLY,DST,UP,134,False
12674,EXPRESS,KNNT,SLY,UP,141,False
12674,EXPRESS,KEY,KNNT,UP,147,False
12674,EXPRESS,TPT,KEY,UP,153,False
12674,EXPRESS,JTJ,TPT,UP,163,False
16041,EXPRESS,JTJ,TPT,DN,20,False
16041,EXPRESS,TPT,KEY,DN,25,False
16041,EXPRESS,KEY,KNNT,DN,33,False
16041,EXPRESS,KNNT,SLY,DN,37,False
16041,EXPRESS,SLY,DST,DN,42,False
16041,EXPRESS,DST,DPI,DN,48,False
16041,EXPRESS,DPI,MAP,DN,54,False
16041,EXPRESS,MAP,TNGR,DN,59,False
16041,EXPRESS,TNGR,BDY,DN,63,False
16041,EXPRESS,BDY,BQI,DN,68,False
16041,EXPRESS,BQI,LCR,DN,75,False
16041,EXPRESS,LCR,DSPT,DN,82,False
16041,EXPRESS,DSPT,TNT,DN,89,False
16041,EXPRESS,TNT,KPPR,DN,94,False
16041,EXPRESS,KPPR,MGSJ,DN,101,False
16041,EXPRESS,MGSJ,SA,DN,104,False
16041,EXPRESS,SA,NEA,DN,110,False
16041,EXPRESS,NEA,VRPD,DN,117,False
16041,EXPRESS,VRPD,DC,DN,120,False
16041,EXPRESS,DC,MVPM,DN,131,False
16041,EXPRESS,MVPM,SGE,DN,143,False
16041,EXPRESS,SGE,ANU,DN,148,False
16041,EXPRESS,ANU,CV,DN,156,False
16041,EXPRESS,CV,ED,DN,165,False
12778,SUPERFAST,CV,ED,UP,1365,False
12778,SUPERFAST,ANU,CV,UP,1369,False
12778,SUPERFAST,SGE,ANU,UP,1377,False
12778,SUPERFAST,MVPM,SGE,UP,1383,False
12778,SUPERFAST,DC,MVPM,UP,1387,False
12778,SUPERFAST,DVBH,DC,UP,1398,False
12778,SUPERFAST,NEA,VRPD,UP,1406,False
12778,SUPERFAST,SA,NEA,UP,1409,False
12778,SUPERFAST,MGSJ,SA,UP,1420,False
12778,SUPERFAST,KPPR,MGSJ,UP,1423,False
12778,SUPERFAST,TNT,KPPR,UP,1426,False
12778,SUPERFAST,DSPT,TNT,UP,1435,False
