method,block_id,day,start_min,block_len,section_id,n_jobs,n_depts,modelled_reliability,observed_ontime_with_penalty,observed_reliability_with_penalty,mean_overrun_min_with_penalty,observed_ontime_without_penalty,observed_reliability_without_penalty,mean_overrun_min_without_penalty
B4 Bundle-only,C8727,3,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C10228,3,540,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C4983,3,570,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5391,3,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1552,3,630,150,KNNT-SLY-DN,3,3,0.91,28,0.93,9.9,29,0.97,5.6
B4 Bundle-only,C4059,3,630,150,DPI-MAP-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2072,3,660,240,SLY-DST-UP,2,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5895,3,660,240,BQI-LCR-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6959,3,720,150,LCR-DSPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15077,3,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16013,3,780,150,SGE-ANU-DN,3,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C726,4,0,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11780,4,60,240,DVBH-DC-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11649,4,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13332,4,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5820,4,540,150,BQI-LCR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C7746,4,540,150,TNT-KPPR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3474,4,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5514,4,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C4837,4,600,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1399,4,630,150,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1895,4,660,240,SLY-DST-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9301,4,720,150,MGSJ-SA-DN,3,3,0.91,29,0.97,0.2,30,1.0,0.0
B4 Bundle-only,C8414,4,750,150,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C17431,4,750,150,ANU-CV-DN,3,3,0.99,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C971,5,90,240,MOLK-KEY-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C12585,5,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16437,5,480,150,ANU-CV-UP,3,3,0.91,29,0.97,0.6,30,1.0,0.0
B4 Bundle-only,C9969,5,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11325,5,510,150,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6765,5,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8691,5,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6995,5,600,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3807,5,630,150,DPI-MAP-DN,4,3,0.92,28,0.93,7.0,30,1.0,0.0
B4 Bundle-only,C10461,5,690,150,SA-NEA-DN,3,3,0.99,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8531,5,750,150,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C795,6,360,240,MOLK-KEY-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13290,6,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15750,6,480,150,SGE-ANU-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16638,6,480,150,ANU-CV-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6654,6,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3120,6,600,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2748,6,630,150,SLY-DST-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C4823,6,630,240,MAP-TNGR-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5352,6,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C10656,6,690,150,SA-NEA-DN,2,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11486,6,750,150,NEA-VRPD-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11610,7,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13221,7,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C17859,7,540,150,CV-ED-UP,2,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1660,7,630,150,KNNT-SLY-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2379,7,630,150,SLY-DST-DN,3,3,0.9,28,0.93,2.3,30,1.0,0.0
B4 Bundle-only,C5465,7,630,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2303,7,660,150,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6849,7,660,240,LCR-DSPT-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C14321,7,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15605,7,780,150,MVPM-SGE-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9492,8,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9018,8,540,150,MGSJ-SA-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C4578,8,630,150,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1238,8,660,240,KEY-KNNT-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6074,8,720,150,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9385,8,720,150,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16148,8,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9923,9,570,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1510,9,630,150,KNNT-SLY-DN,4,3,0.83,27,0.9,6.2,30,1.0,0.0
B4 Bundle-only,C5229,9,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C551,9,690,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15185,9,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15365,9,780,150,MVPM-SGE-DN,3,3,0.98,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2916,10,630,150,SLY-DST-DN,2,1,0.99,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8828,10,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15248,10,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C17989,10,780,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C12945,11,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8583,11,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3303,11,630,150,DST-DPI-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C143,11,690,240,JTJ-TPT-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C7086,12,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C14804,12,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C885,13,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6441,13,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C645,13,600,150,JTJ-TPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5109,13,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13967,13,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10727,0,60,150,DVBH-DC-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C932,0,90,150,MOLK-KEY-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10494,0,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C11301,0,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14388,0,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8970,0,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5781,0,540,150,LCR-DSPT-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6687,0,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7569,0,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C954,0,600,150,KEY-KNNT-UP,3,3,0.95,30,1.0,0.0,30,1.0,0.0
OURS,C1167,0,600,150,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2668,0,630,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2937,0,630,150,DST-DPI-DN,2,1,0.99,29,0.97,13.1,29,0.97,13.1
OURS,C1973,0,660,240,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5301,0,660,240,BQI-LCR-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C263,0,690,240,JTJ-TPT-UP,3,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8353,0,720,150,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12347,0,780,150,DC-MVPM-DN,3,3,0.94,30,1.0,0.0,30,1.0,0.0
OURS,C14099,0,780,150,MVPM-SGE-DN,2,2,0.98,29,0.97,1.3,30,1.0,0.0
OURS,C14726,0,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16486,0,780,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10608,1,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C11724,1,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14283,1,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5166,1,540,240,BQI-LCR-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6114,1,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6534,1,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C3126,1,570,150,DPI-MAP-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1716,1,600,150,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7916,1,600,240,MGSJ-SA-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6306,1,660,240,LCR-DSPT-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5438,1,720,150,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7808,1,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16678,1,780,150,CV-ED-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10452,2,0,150,VRPD-DVBH-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12141,2,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5100,2,540,150,BQI-LCR-UP,4,3,0.95,30,1.0,0.0,30,1.0,0.0
OURS,C6381,2,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16281,2,540,150,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4512,2,570,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1041,2,600,150,KEY-KNNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2073,2,630,150,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4554,2,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5393,2,720,150,BQI-LCR-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8143,2,720,150,MGSJ-SA-DN,3,3,0.9,28,0.93,16.2,29,0.97,11.5
OURS,C7901,2,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C15550,2,750,150,ANU-CV-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12437,2,780,150,DC-MVPM-DN,3,3,0.93,30,1.0,0.0,30,1.0,0.0
OURS,C14141,2,780,150,MVPM-SGE-DN,2,2,0.94,28,0.93,12.7,29,0.97,18.1
OURS,C14948,2,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C611,3,60,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C696,3,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10638,3,360,150,DVBH-DC-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10758,3,480,240,DC-MVPM-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C13965,3,480,150,MVPM-SGE-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6948,3,540,150,TNT-KPPR-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C9100,3,540,150,SA-NEA-UP,2,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4989,3,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2688,3,600,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4214,3,630,240,MAP-TNGR-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1892,3,660,240,SLY-DST-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8254,3,720,150,MGSJ-SA-DN,3,3,0.91,29,0.97,0.2,30,1.0,0.0
OURS,C7544,3,750,150,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C15979,3,750,150,ANU-CV-DN,3,3,0.99,30,1.0,0.0,30,1.0,0.0
OURS,C636,4,0,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10703,4,60,240,DVBH-DC-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10821,4,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C15048,4,480,150,ANU-CV-UP,3,3,0.91,29,0.97,0.6,30,1.0,0.0
OURS,C6045,4,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7707,4,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1137,4,600,150,KEY-KNNT-DN,3,3,0.93,30,1.0,0.0,30,1.0,0.0
OURS,C4315,4,600,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C3381,4,630,150,DPI-MAP-DN,4,3,0.92,28,0.93,7.0,30,1.0,0.0
OURS,C4824,4,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4919,4,630,240,BDY-BQI-UP,2,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C9396,4,690,150,SA-NEA-DN,3,3,0.99,30,1.0,0.0,30,1.0,0.0
OURS,C6359,4,720,150,LCR-DSPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8311,4,720,150,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C13748,4,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14018,4,780,150,MVPM-SGE-DN,3,3,0.98,30,1.0,0.0,30,1.0,0.0
OURS,C860,5,90,240,MOLK-KEY-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10587,5,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C15189,5,480,150,ANU-CV-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5238,5,540,150,BQI-LCR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7095,5,540,240,TNT-KPPR-UP,2,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1195,5,630,150,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2322,5,630,150,SLY-DST-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1022,5,660,240,KEY-KNNT-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7364,5,750,150,TNT-KPPR-DN,3,3,0.95,29,0.97,6.8,30,1.0,0.0
OURS,C14489,5,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C684,6,360,240,MOLK-KEY-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8424,6,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8022,6,540,150,MGSJ-SA-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5040,6,570,240,BDY-BQI-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C534,6,600,150,JTJ-TPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4149,6,630,150,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1634,6,660,240,SLY-DST-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5483,6,720,150,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10424,6,750,150,NEA-VRPD-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10545,7,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8853,7,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16458,7,540,150,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1296,7,600,150,KNNT-SLY-DN,3,3,0.91,28,0.93,9.9,29,0.97,5.6
OURS,C2484,7,630,150,SLY-DST-DN,2,1,0.99,30,1.0,0.0,30,1.0,0.0
OURS,C4701,7,630,150,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6246,7,660,240,LCR-DSPT-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C9597,7,690,150,SA-NEA-DN,2,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12989,7,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14915,7,780,150,SGE-ANU-DN,2,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16528,7,780,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12087,8,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2001,8,630,150,SLY-DST-DN,3,3,0.9,28,0.93,2.3,30,1.0,0.0
OURS,C3651,8,630,150,DPI-MAP-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C4478,8,630,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7445,8,750,150,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14762,8,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12210,9,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14439,9,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10395,9,510,240,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1242,9,540,240,KNNT-SLY-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C13853,9,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C14225,9,780,150,MVPM-SGE-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C11805,10,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7767,10,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C1480,10,630,150,KNNT-SLY-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C104,10,690,240,JTJ-TPT-UP,4,3,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C7847,10,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C13916,10,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C11466,11,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C16344,11,540,150,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C467,11,690,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C771,12,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C8930,12,570,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C2883,12,630,150,DST-DPI-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C13472,12,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12300,13,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C10287,13,510,150,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C5856,13,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C6486,13,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
OURS,C12635,13,780,150,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
